Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"1116 Ridgewood Drive, North Vancouver","1,895,000",For Sale,49.3395672,-123.105192,3,1,10-Mar-25
"212 - 7377 14th Avenue, Burnaby","550,000",For Sale,49.2163348,-122.9435617,1,1,10-Mar-25
"6891 Heather Street, Vancouver","3,998,800",For Sale,49.2227418,-123.1240528,7,4,10-Mar-25
"5480 Collingwood Street, Vancouver","3,298,000",For Sale,49.2371137,-123.1817666,6,3,10-Mar-25
"306 - 5955 Birney Avenue, Vancouver","948,000",For Sale,49.253552,-123.2365126,3,3,10-Mar-25
"215 - 9500 Odlin Road, Richmond","718,000",For Sale,49.1814378,-123.1189751,2,2,10-Mar-25
"301 - 4990 Mcgeer Street, Vancouver","549,999",For Sale,49.239534,-123.0328193,1,1,10-Mar-25
"3775 Trinity Street, Burnaby","2,199,999",For Sale,49.2894928,-123.021541,4,2,10-Mar-25
"209 - 2181 12th Avenue, Vancouver","1,588,000",For Sale,49.2612962,-123.154874,3,2,10-Mar-25
"34 - 13886 62 Avenue, Surrey","879,900",For Sale,49.1152419,-122.8378517,3,3,10-Mar-25
"162 - 15236 36 Avenue, Surrey","699,000",For Sale,49.0671363,-122.8002466,4,2,10-Mar-25
"3003 Fromme Road, North Vancouver","1,799,000",For Sale,49.33654,-123.0443169,3,3,10-Mar-25
"15668 102b Avenue, Surrey","1,380,000",For Sale,49.189071,-122.7878309,2,2,10-Mar-25
"3001 - 969 Richards Street, Vancouver","1,750,000",For Sale,49.2787551,-123.1202496,2,2,10-Mar-25
"12617 88 Avenue, Surrey","2,549,999",For Sale,49.1632087,-122.8731373,7,8,10-Mar-25
"10032 122 Street, Surrey","1,690,000",For Sale,49.1850575,-122.8836114,3,2,10-Mar-25
"1 - 4579 Culloden Street, Vancouver","1,399,900",For Sale,49.243574,-123.0792286,3,4,10-Mar-25
"Drive, North Vancouver","6,295",For Rent,49.3199816,-123.0724139,5,2,09-Mar-25
"3F - 2338 Western Parkway, Vancouver","3,800",For Rent,49.2643313,-123.2416727,2,1,09-Mar-25
"3754 Elmwood Street, Burnaby","2,380,000",For Sale,49.2504235,-123.0214571,7,5,08-Mar-25
"10276 173 Street, Surrey","4,850,000",For Sale,49.1891835,-122.7421894,3,3,12-Mar-25
"2722 Venables Street, Vancouver","2,128,000",For Sale,49.2764336,-123.0487251,6,4,12-Mar-25
"13260 108 Avenue, Surrey","7,988,000",For Sale,49.1986547,-122.854901,4,5,12-Mar-25
"1704 - 145 St. Georges Avenue, North Vancouver","579,000",For Sale,49.3112133,-123.0752005,3,2,12-Mar-25
"112 - 3205 Mountain Highway, North Vancouver","1,199,888",For Sale,49.3384481,-123.038958,1,1,12-Mar-25
"2406 - 2135 Springer Avenue, Burnaby","1,119,900",For Sale,49.2646662,-122.9877149,3,2,12-Mar-25
"401 - 7011 Blundell Road, Richmond","699,800",For Sale,49.1558004,-123.1470846,2,2,12-Mar-25
"802 - 505 Nelson Street, Coquitlam","884,900",For Sale,49.2494204,-122.8649479,2,2,12-Mar-25
"2 - 2525 156 Street, Surrey","1,249,999",For Sale,49.0476915,-122.7905847,4,4,12-Mar-25
"7351 12th Avenue, Burnaby","2,190,000",For Sale,49.2141481,-122.9417218,6,5,12-Mar-25
"8440 170 Street, Surrey","1,849,000",For Sale,49.1565284,-122.7516393,,,12-Mar-25
"7478 123 Street, Surrey","1,339,000",For Sale,49.1386599,-122.8811664,5,3,12-Mar-25
"412 - 611 Regan Avenue, Coquitlam","588,800",For Sale,49.2625047,-122.8854063,1,1,12-Mar-25
"3004 - 3809 Evergreen Place, Burnaby","633,000",For Sale,49.2498579,-122.8940588,1,1,12-Mar-25
"3406 - 2135 Springer Avenue, Burnaby","1,139,900",For Sale,49.2646662,-122.9877149,2,2,12-Mar-25
"7319 Coronado Drive, Burnaby","1,097,000",For Sale,49.2654809,-122.9488338,3,3,12-Mar-25
"3804 - 2135 Springer Avenue, Burnaby","1,164,900",For Sale,49.2646662,-122.9877149,2,2,12-Mar-25
"3901 - 567 Clarke Road, Coquitlam","899,000",For Sale,49.2626,-122.8896013,2,2,12-Mar-25
"4742 Caulfeild Drive, West Vancouver","3,180,000",For Sale,49.3497794,-123.2452333,4,4,12-Mar-25
"1625 8th Avenue, Vancouver","1,425,000",For Sale,49.2155803,-122.9297022,4,3,12-Mar-25
"6306 172a Street, Surrey","1,499,000",For Sale,49.1174142,-122.7450937,3,3,12-Mar-25
"16025 9a Avenue, Surrey","2,499,999",For Sale,49.0196321,-122.7786091,8,7,12-Mar-25
"7976 141a Street, Surrey","1,099,000",For Sale,49.1477588,-122.830728,3,3,12-Mar-25
"2489 141 Street, Surrey","2,249,000",For Sale,49.047296,-122.8324141,,,12-Mar-25
"3007 - 6538 Nelson Avenue, Burnaby","799,000",For Sale,49.2244616,-122.9939892,2,2,12-Mar-25
"3902 - 2135 Springer Avenue, Burnaby","1,254,900",For Sale,49.2646662,-122.9877149,2,2,12-Mar-25
"1904 - 9981 Whalley Boulevard, Surrey","599,000",For Sale,49.1835007,-122.8433509,2,2,12-Mar-25
"4005 - 2135 Springer Avenue, Burnaby","1,234,900",For Sale,49.2646662,-122.9877149,1,1,12-Mar-25
"1804 - 4182 Dawson Street, Burnaby","798,800",For Sale,49.2643481,-123.0122061,3,3,12-Mar-25
"2909 - 7388 Kingsway , Burnaby","658,000",For Sale,49.2184967,-122.9495795,2,2,12-Mar-25
"2209 - 1295 Richards Street, Vancouver","865,000",For Sale,49.275108,-123.1257237,1,1,12-Mar-25
"404 - 505 Nelson Street, Coquitlam","1,008,900",For Sale,49.2494204,-122.8649479,3,3,12-Mar-25
"3304 - 10448 University Drive, Surrey","699,000",For Sale,49.1923857,-122.8504739,4,3,12-Mar-25
"1805 - 9887 Whalley Boulevard, Surrey","548,000",For Sale,49.1827181,-122.8434076,3,3,12-Mar-25
"4862 Bessborough Drive, Burnaby","1,988,000",For Sale,49.287503,-122.992814,5,3,12-Mar-25
"15336 Killarney Close, Surrey","1,999,600",For Sale,49.1119729,-122.7971971,4,3,12-Mar-25
"15482 78a Avenue, Surrey","1,899,900",For Sale,49.1453149,-122.7937327,5,3,12-Mar-25
"1319 Confidential , Surrey","899,900",For Sale,49.1913466,-122.8490125,,,12-Mar-25
"1202 - 7733 Firbridge Way, Richmond","598,000",For Sale,49.1713004,-123.1390914,1,1,12-Mar-25
"206 - 6622 Pearson Way, Richmond","1,099,000",For Sale,49.1753913,-123.1488555,2,2,12-Mar-25
"7913 133a Street, Surrey","2,199,000",For Sale,49.1465016,-122.8529398,6,6,12-Mar-25
"106 - 10477 154 Street, Surrey","599,000",For Sale,49.1927364,-122.795662,3,3,12-Mar-25
"2 - 3517 23 Avenue, Vancouver","1,998,000",For Sale,49.249912,-123.028081,,,12-Mar-25
"1008 - 6320 No. 3 Road, Richmond","1,049,000",For Sale,49.1674457,-123.135987,3,3,12-Mar-25
"4105 - 720 Farrow Street, Coquitlam","968,000",For Sale,49.2615459,-122.8926077,2,2,12-Mar-25
"2205 - 10333 133 Street, Surrey","691,000",For Sale,49.1905171,-122.8554685,4,2,12-Mar-25
"670 - 8111 Anderson Road, Richmond","26,400",For Rent,49.1636794,-123.1349213,,,12-Mar-25
"219 - 970 Burrard Street, Vancouver","195,000",For Sale,49.2813428,-123.1255506,,,12-Mar-25
"207B - 12885 80 Avenue, Surrey",50,For Rent,49.149406,-122.8659386,1,1,12-Mar-25
"5660 Stefanko Place, Richmond","2,179,000",For Sale,49.1356307,-123.16046,5,3,12-Mar-25
"2202 - 1408 Robson Street, Vancouver","4,000",For Rent,49.2879164,-123.1302397,2,2,12-Mar-25
"401 - 14188 103a Avenue, Surrey","799,900",For Sale,49.1903412,-122.8291379,3,4,12-Mar-25
"6093 Greenside Drive, Surrey","629,000",For Sale,49.1132345,-122.6889345,2,1,12-Mar-25
"802 - 6152 Kathleen Avenue, Burnaby","868,800",For Sale,49.227372,-123.0099629,2,2,12-Mar-25
"1734 4th Avenue, Vancouver","2,088,000",For Sale,49.2678094,-123.1440081,3,3,12-Mar-25
"2655 Delahaye Drive, Coquitlam","1,888,000",For Sale,49.2930293,-122.8040804,3,4,12-Mar-25
"415 - 12633 No. 2 Road, Richmond","928,000",For Sale,49.1204303,-123.1590453,2,2,12-Mar-25
"2905 - 6088 Willingdon Avenue, Burnaby","799,999",For Sale,49.2289879,-123.0056966,2,2,12-Mar-25
"601 - 3333 Corvette Way, Richmond","845,000",For Sale,49.1902092,-123.1344894,2,2,12-Mar-25
"105 - 3595 18th Avenue, Vancouver","1,749,000",For Sale,49.2565982,-123.1848489,7,5,12-Mar-25
"2 - 9560 Alexandra Road, Richmond","1,088,000",For Sale,49.1784906,-123.1176353,5,4,12-Mar-25
"2106 - 10333 133 Street, Surrey","519,000",For Sale,49.1905171,-122.8554685,1,1,12-Mar-25
"149 - 14150 58a Avenue, Surrey","799,900",For Sale,49.1089056,-122.8307698,3,3,12-Mar-25
"301 - 1771 Nelson Street, Vancouver","868,800",For Sale,49.2892701,-123.1380367,2,2,12-Mar-25
"2380 Marine Drive, West Vancouver","3,348,000",For Sale,49.3338127,-123.1786172,5,4,12-Mar-25
"309 - 185 175a Street, Surrey","599,900",For Sale,49.0052029,-122.7376218,1,1,12-Mar-25
"603 - 1188 Pender Street, Vancouver","735,000",For Sale,49.2881645,-123.1232641,1,1,12-Mar-25
"1311 63rd Avenue, Vancouver","2,599,000",For Sale,49.213103,-123.0794864,6,5,12-Mar-25
"6960 143a Street, Surrey","1,480,000",For Sale,49.129305,-122.8244219,4,3,12-Mar-25
"15153 96a Avenue, Surrey","1,399,900",For Sale,49.1775867,-122.8027877,4,3,12-Mar-25
"2309 - 8131 Nunavut Lane, Vancouver","2,300",For Rent,49.210919,-123.1166057,1,1,12-Mar-25
"23 - 7373 Turnill Street, Richmond","899,000",For Sale,49.16001,-123.124292,4,3,12-Mar-25
"301 - 158 West 13th Street, North Vancouver","599,000",For Sale,49.2592641,-123.1089355,1,1,12-Mar-25
"1513 - 989 Nelson Street, Vancouver","618,000",For Sale,49.2812121,-123.1251379,1,1,12-Mar-25
"308 - 1135 Windsor Mews, Coquitlam","730,000",For Sale,49.2801199,-122.78537,2,2,12-Mar-25
"2633 138a Street, Surrey","3,998,000",For Sale,49.0500216,-122.8396107,3,2,12-Mar-25
"6074 188 Street, Surrey","1,499,900",For Sale,49.1127244,-122.7013332,4,3,12-Mar-25
"2 - 3637 Pine Crescent , Vancouver","2,500",For Rent,49.2534075,-123.1469362,1,1,12-Mar-25
"16735 20 Avenue, Surrey","4,000",For Rent,49.0386005,-122.7598306,4,3,12-Mar-25
"136 - 14151 58a Avenue, Surrey","929,900",For Sale,49.1095246,-122.8301458,3,3,12-Mar-25
"6772 Beresford Street, Burnaby","849,800",For Sale,49.2166978,-122.9646999,2,2,12-Mar-25
"860 - 6320 No. 3 Road, Richmond","698,000",For Sale,49.1674457,-123.135987,1,1,12-Mar-25
"7697 Ulster Street, Burnaby","1,739,000",For Sale,49.2274084,-122.9455579,4,4,12-Mar-25
"1138 26th Avenue, Vancouver","1,599,000",For Sale,49.2479638,-123.1311727,3,3,12-Mar-25
"8151 12 Avenue, Burnaby","1,768,000",For Sale,49.2245696,-122.922616,5,4,12-Mar-25
"102 - 908 Keith Road, West Vancouver","1,890,000",For Sale,49.3295451,-123.1397133,2,2,12-Mar-25
"617 - 3588 Vanness Avenue, Vancouver","685,000",For Sale,49.2361217,-123.0277763,2,2,12-Mar-25
"PH7 - 188 Keefer Street, Vancouver","1,188,000",For Sale,49.2793517,-123.1001158,2,3,12-Mar-25
"PH3 - 1477 15th Avenue, Vancouver","1,398,000",For Sale,49.2581237,-123.1383725,2,2,12-Mar-25
"2801 - 1308 Hornby Street, Vancouver","1,398,000",For Sale,49.277171,-123.1298476,2,2,12-Mar-25
"4301 - 2186 Gilmore Avenue, Burnaby","1,193,900",For Sale,49.2652826,-123.0140373,2,2,12-Mar-25
"201 - 1629 Garden Avenue, North Vancouver","650,000",For Sale,49.3243757,-123.1191432,2,1,12-Mar-25
"452 5th Street, North Vancouver","3,795,000",For Sale,49.3106431,-123.0637248,7,5,12-Mar-25
"2079 46th Avenue, Vancouver","3,790,000",For Sale,49.2287692,-123.0639429,6,5,12-Mar-25
"807 - 8533 River District Crossing, Vancouver","888,000",For Sale,49.2062631,-123.0312557,2,2,12-Mar-25
"438 - 9101 Horne Street, Burnaby","600,000",For Sale,49.2502124,-122.9039635,2,2,12-Mar-25
"1 - 5937 Holland Street, Vancouver","2,388,000",For Sale,49.2326113,-123.1927192,3,3,12-Mar-25
"2109 - 5311 Goring Street, Burnaby","936,000",For Sale,49.2630666,-122.9871461,3,3,12-Mar-25
"2888 54th Avenue, Vancouver","1,695,000",For Sale,49.2199721,-123.0455836,2,2,12-Mar-25
"2103 - 13428 105 Avenue, Surrey","439,000",For Sale,49.1927348,-122.8500408,4,2,12-Mar-25
"28 - 8533 Cumberland Place, Burnaby","1,380,000",For Sale,49.2350765,-122.9190718,4,4,12-Mar-25
"204 - 2680 4th Avenue, Vancouver","645,000",For Sale,49.2681868,-123.1657709,1,1,12-Mar-25
"415 - 2338 Western Parkway, Vancouver","649,000",For Sale,49.2640925,-123.2415263,1,1,12-Mar-25
"17 - 6575 192 Street, Surrey","869,089",For Sale,49.1195471,-122.6735481,3,3,12-Mar-25
"1410 Dayton Street, Coquitlam","2,099,000",For Sale,49.2991684,-122.7519711,,,12-Mar-25
"353 Newdale Court, North Vancouver","3,398,000",For Sale,49.352426,-123.0783015,6,5,12-Mar-25
"1092 Kings Avenue, West Vancouver","2,499,000",For Sale,49.3360883,-123.1455229,4,3,12-Mar-25
"3109 Edgemont Boulevard, North Vancouver","120,000",For Sale,49.3375662,-123.1023221,,,12-Mar-25
"136 - 13880 Wireless Way, Richmond",46,For Rent,49.1717237,-123.0720808,,,12-Mar-25
"707 - 13428 105 Avenue, Surrey","499,900",For Sale,49.1927348,-122.8500408,1,1,12-Mar-25
"908 - 1325 Rolston Street, Vancouver","628,000",For Sale,49.2756464,-123.1278677,1,1,12-Mar-25
"16619 Bell Road, Surrey","2,399,000",For Sale,49.1078373,-122.7615948,4,3,12-Mar-25
"14895 96 Street, Surrey","1,269,000",For Sale,49.1913466,-122.8490125,6,6,12-Mar-25
"2bed suite - Parker Street, Vancouver","2,600",For Rent,49.2756563,-123.0565841,2,1,12-Mar-25
"3203 - 13495 Central Avenue, Surrey","485,000",For Sale,49.1906551,-122.8482557,1,1,12-Mar-25
"409 - 9168 Slopes Mews, Burnaby","549,000",For Sale,49.277036,-122.9085438,2,1,12-Mar-25
"105 - 9650 148 Street, Surrey","459,900",For Sale,49.1773711,-122.8108635,2,2,12-Mar-25
"106 - 10455 University Drive, Surrey","399,900",For Sale,49.1922201,-122.8514171,1,1,12-Mar-25
"316 - 7151 121 Street, Surrey","748,000",For Sale,49.132275,-122.8879526,2,2,12-Mar-25
"W408 - 10828 139a Street, Surrey","419,900",For Sale,49.1995333,-122.8353575,1,1,12-Mar-25
"709 - 66 W Cordova Street, Vancouver","549,000",For Sale,49.282751,-123.1063348,1,1,12-Mar-25
"809 Lillian Street, Coquitlam","1,699,000",For Sale,49.2641044,-122.8600718,4,2,12-Mar-25
"3269 Chartwell Grn , Coquitlam","1,996,000",For Sale,49.3152596,-122.7856411,7,4,12-Mar-25
"9330 120 Street, Surrey","119,000",For Sale,49.1724734,-122.8896395,,,12-Mar-25
"104 - 15785 Croydon Drive, Surrey","538,000",For Sale,49.0473431,-122.7843504,2,2,12-Mar-25
"LT.4 - 14634 60 Avenue, Surrey","1,049,000",For Sale,49.1115825,-122.8170343,,,12-Mar-25
"LT.3 - 14644 60 Avenue, Surrey","1,049,000",For Sale,49.1115943,-122.8167521,,,12-Mar-25
"3404 - 2186 Gilmore Avenue, Burnaby","1,075,900",For Sale,49.2652826,-123.0140373,2,2,12-Mar-25
"502 - 1850 Comox Street, Vancouver","465,000",For Sale,49.2890306,-123.1410302,1,1,12-Mar-25
"2457 7th Avenue, Vancouver","1,999,999",For Sale,49.2641026,-123.0553644,3,3,12-Mar-25
"1709 - 511 Rochester Avenue, Coquitlam","549,000",For Sale,49.2459224,-122.8906026,1,1,12-Mar-25
"417 - 10688 140 Street, Surrey","499,800",For Sale,49.1966358,-122.8337313,1,1,12-Mar-25
"301 - 505 30th Avenue, Vancouver","699,000",For Sale,49.2437312,-123.0939127,1,1,12-Mar-25
"7483 Humm Street, Vancouver","2,788,000",For Sale,49.2167937,-123.063667,6,5,12-Mar-25
"6566 Granville Avenue, Richmond","1,990,000",For Sale,49.1624149,-123.1506794,5,5,12-Mar-25
"15181 68a Avenue, Surrey","2,049,999",For Sale,49.1276385,-122.8019089,11,8,12-Mar-25
"1903 - 5860 Olive Avenue, Burnaby","991,900",For Sale,49.2309108,-123.0097829,2,2,12-Mar-25
"1301 - 2980 Atlantic Avenue, Coquitlam","745,000",For Sale,49.2813299,-122.79554,2,2,12-Mar-25
"2202 - 667 Howe Street, Vancouver","2,458,000",For Sale,49.2837556,-123.1186196,2,2,12-Mar-25
"1104 - 5860 Olive Avenue, Burnaby","930,900",For Sale,49.2309108,-123.0097829,2,2,12-Mar-25
"93 - 19505 68a Avenue, Surrey","838,888",For Sale,49.1276452,-122.681775,3,3,12-Mar-25
"E512 - 10829 140 Street, Surrey","465,000",For Sale,49.1993899,-122.8350797,1,1,12-Mar-25
"1420 53rd Avenue, Vancouver","4,688,888",For Sale,49.2223537,-123.1381383,5,7,12-Mar-25
"3500 River Road, Richmond","2,788,000",For Sale,49.1739751,-123.1858099,6,3,12-Mar-25
"2063 28th Avenue, Vancouver","3,288,880",For Sale,49.2460444,-123.0636389,7,7,12-Mar-25
"143 - 1330 Wellon Street, Coquitlam","1,599,900",For Sale,49.2931157,-122.7242247,4,5,12-Mar-25
"120 - 9371 Hemlock Drive, Richmond","600,000",For Sale,49.1674596,-123.1216107,1,1,12-Mar-25
"2305 - 3538 Sawmill Crescent, Vancouver","699,900",For Sale,49.2056788,-123.0294639,4,4,12-Mar-25
"25 - 6238 192nd Street, Surrey","859,900",For Sale,49.1161136,-122.6904837,4,3,12-Mar-25
"9319 Romaniuk Drive, Richmond","1,749,000",For Sale,49.1460073,-123.1571994,4,3,12-Mar-25
"1543 Jefferson Avenue, West Vancouver","3,988,000",For Sale,49.3357074,-123.1580352,5,5,12-Mar-25
"4586 176 Street, Surrey","22,500,000",For Sale,49.0845234,-122.7331948,4,2,12-Mar-25
"2xx - 5628 Birney Avenue, Vancouver","3,900",For Rent,49.2540629,-123.2307547,1,1,12-Mar-25
"106 - 168 Chadwick Court, North Vancouver","929,000",For Sale,49.3111364,-123.0831631,2,2,12-Mar-25
"3 - 11511 Cambie Road, Richmond","1,150,000",For Sale,49.1847567,-123.0955491,3,3,12-Mar-25
"12 - 2880 4th Avenue, Vancouver","1,150,000",For Sale,49.2682237,-123.1699387,2,2,12-Mar-25
"109 - 733 3rd Street, North Vancouver","1,599,000",For Sale,49.308291,-123.0587404,3,3,12-Mar-25
"16 - 15188 62a Avenue, Surrey","1,119,900",For Sale,49.1158982,-122.802851,3,3,12-Mar-25
"405 - 1355 Bellevue Avenue, West Vancouver","7,000,000",For Sale,49.3273908,-123.1534935,2,3,12-Mar-25
"401 - 8988 Hudson Street, Vancouver","499,000",For Sale,49.2035824,-123.1344003,1,1,12-Mar-25
"55 - 14058 61 Avenue, Surrey","999,800",For Sale,49.1135909,-122.8320786,4,4,12-Mar-25
"241 - 1840 160 Street, Surrey","439,500",For Sale,49.0368965,-122.7766256,3,2,12-Mar-25
"12952 60 Avenue, Surrey","1,397,770",For Sale,49.1116831,-122.8636206,5,5,12-Mar-25
"8481 11th Avenue, Burnaby","3,249,000",For Sale,49.227972,-122.9139206,8,9,12-Mar-25
"11200 Wallace Drive, Surrey","1,225,000",For Sale,49.2061457,-122.8135614,,,12-Mar-25
"1606 - 5629 Birney Avenue, Vancouver","1,480,000",For Sale,49.254738,-123.2310818,2,2,12-Mar-25
"1003 - 999 Seymour Street, Vancouver","839,000",For Sale,49.2789705,-123.1221417,2,1,12-Mar-25
"310 - 516 Foster Avenue, Coquitlam","645,000",For Sale,49.2564441,-122.891323,1,1,12-Mar-25
"3006 - 2955 Atlantic Avenue, Coquitlam","769,000",For Sale,49.28217,-122.79825,2,2,12-Mar-25
"309 - 12110 80 Avenue, Surrey","514,900",For Sale,49.148236,-122.8873813,2,2,12-Mar-25
"4372 Greta Street, Burnaby","2,548,000",For Sale,49.2190857,-123.0062554,5,3,12-Mar-25
"842 5th Street, North Vancouver","2,190,000",For Sale,49.3106671,-123.0525113,2,2,12-Mar-25
"7463 Todd Crescent, Surrey","1,399,999",For Sale,49.138147,-122.8330347,5,3,12-Mar-25
"342 Keith Road, North Vancouver","2,899,900",For Sale,49.3139374,-123.0657363,4,5,12-Mar-25
"1089 59th Avenue, Vancouver","2,249,900",For Sale,49.2173887,-123.1304789,7,4,12-Mar-25
"18/F - 2181 Madison Avenue, Burnaby","2,450",For Rent,49.2648606,-123.0089395,1,1,12-Mar-25
"3009 156 Street, Surrey","849,888",For Sale,49.0567788,-122.7904765,3,3,12-Mar-25
"309 - 9232 University Crescent, Burnaby","459,900",For Sale,49.2797799,-122.9050696,1,0,12-Mar-25
"2503 - 2311 Beta Avenue, Burnaby","799,800",For Sale,49.2632359,-122.9989634,2,2,12-Mar-25
"124 - 9456 134 Street, Surrey","619,900",For Sale,49.174488,-122.8509855,3,3,12-Mar-25
"5869 Granville Street, Vancouver","5,246,640",For Sale,49.2328287,-123.1401938,4,4,12-Mar-25
"385 Stevens Drive, West Vancouver","2,996,000",For Sale,49.3452742,-123.1249463,4,3,12-Mar-25
"4711 Gothard Street, Vancouver","1,598,000",For Sale,49.2425284,-123.0535266,8,3,12-Mar-25
"6580 Williams Road, Richmond","2,280,000",For Sale,49.1407496,-123.1503836,3,2,12-Mar-25
"13365 57 Avenue, Surrey","2,699,800",For Sale,49.1068279,-122.8522893,7,7,12-Mar-25
"12966 61b Avenue, Surrey","1,459,000",For Sale,49.1139291,-122.8632679,3,3,12-Mar-25
"2936 Waterford Place, Coquitlam","2,239,000",For Sale,49.2976991,-122.7909876,7,4,12-Mar-25
"112 - 9288 Odlin Road, Richmond","585,000",For Sale,49.1815009,-123.1215442,2,1,12-Mar-25
"202 - 908 Keith Road, West Vancouver","2,368,000",For Sale,49.3295451,-123.1397133,1,1,12-Mar-25
"104 - 9288 University Crescent, Burnaby","438,800",For Sale,49.278499,-122.9037656,3,3,12-Mar-25
"1006 - 602 Como Lake Avenue, Coquitlam","549,000",For Sale,49.26282,-122.88707,3,2,12-Mar-25
"57 - 14955 60 Avenue, Surrey","819,900",For Sale,49.1119778,-122.8076147,3,2,12-Mar-25
"222 - 8060 Jones Road, Richmond","599,900",For Sale,49.156958,-123.1361344,3,2,12-Mar-25
"21 - 6488 168 Street, Surrey","999,999",For Sale,49.1202745,-122.7561929,4,4,12-Mar-25
"1202 Pinewood Crescent, North Vancouver","1,399,000",For Sale,49.3189237,-123.1089126,3,1,12-Mar-25
"6583 Claytonhill Place, Surrey","1,999,900",For Sale,49.1221932,-122.7140412,4,3,12-Mar-25
"8083 168a Street, Surrey","1,899,000",For Sale,49.1497292,-122.7550893,8,5,12-Mar-25
"14271 88 Avenue, Surrey","1,779,900",For Sale,49.163118,-122.8272303,2,1,12-Mar-25
"19153 87a Avenue, Surrey","1,999,800",For Sale,49.161632,-122.6919242,,,12-Mar-25
"6253 148 Street, Surrey","1,599,888",For Sale,49.1160341,-122.8124691,3,3,12-Mar-25
"603 - 2288 Alpha Avenue, Burnaby","735,000",For Sale,49.2636177,-122.9998676,2,2,12-Mar-25
"327 - 12633 No. 2 Road, Richmond","819,900",For Sale,49.1204303,-123.1590453,2,2,12-Mar-25
"2002 - 7088 Salisbury Avenue, Burnaby","915,000",For Sale,49.2196721,-122.9572118,1,2,12-Mar-25
"2763 Duke Street, Vancouver","1,639,000",For Sale,49.2388877,-123.048883,4,4,12-Mar-25
"3301 - 1008 Cambie Street, Vancouver","1,998,800",For Sale,49.2757498,-123.1179298,2,2,12-Mar-25
"2 - 14450 68 Avenue, Surrey","849,000",For Sale,49.125502,-122.8223967,3,3,12-Mar-25
"17 - 14555 68 Avenue, Surrey","870,000",For Sale,49.1267106,-122.8198776,3,2,12-Mar-25
"10600 Holly Park Lane, Surrey","589,777",For Sale,49.1953748,-122.8101112,2,1,12-Mar-25
"7480 Chutter Street, Burnaby","3,568,000",For Sale,49.2526144,-122.9457527,,,12-Mar-25
"1889 Bluff Way, Coquitlam","1,219,000",For Sale,49.2898552,-122.7658023,7,7,12-Mar-25
"18172 Claytonwood Crescent, Surrey","1,549,000",For Sale,49.1203839,-122.7200554,3,2,12-Mar-25
"4 - 7131 Garden City Road, Richmond","850,000",For Sale,49.1619739,-123.1258885,4,2,12-Mar-25
"1606 - 1308 Hornby Street, Vancouver","828,000",For Sale,49.277171,-123.1298476,1,1,12-Mar-25
"1 - 1722 6th Avenue, Vancouver","279,900",For Sale,49.2648735,-123.0687451,3,4,12-Mar-25
"501 - 2855 156 Street, Surrey","539,000",For Sale,49.0540425,-122.7913699,1,1,12-Mar-25
"14 - 15020 27a Avenue, Surrey","1,249,000",For Sale,49.0516603,-122.8062922,2,2,12-Mar-25
"1109 - 6537 Telford Avenue, Burnaby","649,900",For Sale,49.2241721,-123.0051633,2,2,12-Mar-25
"1726 143b Street, Surrey","1,680,000",For Sale,49.0334604,-122.8242642,4,3,12-Mar-25
"15487 111a Avenue, Surrey","1,648,000",For Sale,49.2054287,-122.7930942,4,4,12-Mar-25
"5582 184 Street, Surrey","1,549,900",For Sale,49.10383,-122.71241,,,12-Mar-25
"101 - 6463 Silver Avenue, Burnaby","999,800",For Sale,49.2249094,-123.006894,2,1,12-Mar-25
"9 - 5071 Steveston Highway, Richmond","1,680,000",For Sale,49.1339383,-123.1688171,4,3,12-Mar-25
"201 - 3594 Malsum Drive, North Vancouver","749,900",For Sale,49.3108039,-122.9716801,2,2,12-Mar-25
"7531 Mary Avenue, Burnaby","2,099,000",For Sale,49.2188698,-122.9415921,6,4,12-Mar-25
"7079 178 Street, Surrey","1,649,900",For Sale,49.1313077,-122.7281122,5,4,12-Mar-25
"2933 Capilano Road, North Vancouver","869,000",For Sale,49.3371673,-123.1158056,2,2,12-Mar-25
"702 - 2375 Emery Court, North Vancouver","1,599,800",For Sale,49.3304948,-123.0401569,3,3,12-Mar-25
"2907 - 3102 Windsor Gate, Coquitlam","888,000",For Sale,49.2793649,-122.7851507,2,2,12-Mar-25
"2302 - 1199 Seymour Street, Vancouver","699,000",For Sale,49.2768746,-123.1252014,1,1,12-Mar-25
"29 - 2672 151 Street, Surrey","1,080,000",For Sale,49.0504165,-122.8036294,1,1,12-Mar-25
"30 - 8888 151 Street, Surrey","888,000",For Sale,49.1636379,-122.803876,3,3,12-Mar-25
"7774 141b Street, Surrey","1,499,900",For Sale,49.1441334,-122.8292566,7,4,12-Mar-25
"2308 - 13615 Fraser Highway, Surrey","494,900",For Sale,49.1808221,-122.844843,1,1,12-Mar-25
"157 - 16433 19 Avenue, Surrey","824,900",For Sale,49.0365304,-122.7669482,2,3,12-Mar-25
"9316 125 Street, Surrey","2,399,800",For Sale,49.1722231,-122.875982,8,9,12-Mar-25
"401 - 1235 Broadway , Vancouver","1,298,000",For Sale,49.2637058,-123.1321454,3,1,12-Mar-25
"3466 Rosemary Heights Crescent, Surrey","1,899,000",For Sale,49.0648207,-122.7980313,5,4,12-Mar-25
"3073 3rd Avenue, Vancouver","3,488,000",For Sale,49.2695376,-123.1728833,3,3,12-Mar-25
