Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"1176 Florence Street, London","419,900",For Sale,42.9921019,-81.2088083,2,1,10 Mar 25
"1158 Weller Street, Peterborough West","869,900",For Sale,44.2993654,-78.3563557,3,2,10 Mar 25
"2126 Parkway Drive, Burlington","1,069,000",For Sale,43.3522753,-79.8282955,3,2,10 Mar 25
"549 Terrace Way, Oakville","1,349,000",For Sale,43.4776149,-79.7616288,3,3,10 Mar 25
"2197 Winfield Drive, Sooke","774,900",For Sale,48.378166,-123.743035,3,3,10 Mar 25
"1292 Broderick Street, Innisfil","999,990",For Sale,44.2919582,-79.5560983,4,5,10 Mar 25
"24 Manor Road, Toronto","6,500",For Rent,43.6606447,-79.5474943,4,3,10 Mar 25
"6183 Werners Way, Nanaimo","1,050,000",For Sale,49.2402518,-124.0297694,6,3,10 Mar 25
"445 Fred Street, North Dundas","619,900",For Sale,45.0894481,-75.3457164,3,2,10 Mar 25
"7 Pawlett Road, Mckellar","459,900",For Sale,45.46423,-79.8315,2,2,10 Mar 25
"2398 Barclay Road, Nanaimo","559,900",For Sale,49.1989627,-124.0053204,3,2,10 Mar 25
"0 Bramley Road, Nanaimo","225,000",For Sale,49.1011747,-123.9600451,2,1,10 Mar 25
"172 Mckeand Street, Ingersoll","599,900",For Sale,43.0397009,-80.8975914,,,10 Mar 25
"23 Elgin Street, Kawartha Lakes","649,900",For Sale,44.36259279999999,-78.7421282,3,3,10 Mar 25
"1455 County Road 3 , Prince Edward County","2,100",For Rent,44.1117847,-77.4595178,1,2,10 Mar 25
"1574 Sir Monty's Drive, Mississauga","1,279,000",For Sale,43.5981286,-79.71692089999999,2,1,10 Mar 25
"456 Manse Road, Toronto","2,498,880",For Sale,43.7757416,-79.1787052,4,3,10 Mar 25
"335 Lytton Boulevard, Toronto","9,299,000",For Sale,43.7125989,-79.4174481,4,2,10 Mar 25
"111 Memorial Crescent, Guelph","724,999",For Sale,43.5344743,-80.2685893,5,7,10 Mar 25
"19 - 5633 Bath Road, Loyalist","224,900",For Sale,44.19232909999999,-76.74308200000002,2,2,10 Mar 25
"Bsmt - 190 Thornbush Boulevard, Brampton","1,750",For Rent,43.7041025,-79.8510534,2,1,10 Mar 25
"3 - 802 Jane Street, Toronto","2,185",For Rent,43.6733748,-79.49480779999999,2,1,10 Mar 25
"316 Leiterman Drive, Milton","3,500",For Rent,43.4919367,-79.8571245,4,3,10 Mar 25
"4 Fergus Road, Kapuskasing","95,000",For Sale,49.51987279999999,-82.9186307,,,10 Mar 25
"31 Simcoe Street, Collingwood","2,399,000",For Sale,44.501128,-80.215988,3,3,10 Mar 25
"42 Westbury Way, Whitby","899,000",For Sale,43.9668723,-78.9567017,3,3,10 Mar 25
"78 Sussex Place, London","679,999",For Sale,43.0209032,-81.2321553,3,3,10 Mar 25
"118 Robert Perry Street, North Grenville","2,500",For Rent,45.0172034,-75.6630946,3,3,10 Mar 25
"70 Stokes Road, St. Thomas","3,600,000",For Sale,42.7740173,-81.1591158,24,12,10 Mar 25
"221 Highview Drive, St. Thomas","1,900,000",For Sale,42.7733796,-81.1624437,12,6,10 Mar 25
"5 Francesco Street, Brampton","824,999",For Sale,43.7181544,-79.8291064,3,3,10 Mar 25
"91 Checkerberry Crescent, Brampton","799,900",For Sale,43.7332149,-79.7692052,3,4,10 Mar 25
"409 - 215 Twelfth Street, New Westminster","635,000",For Sale,49.20236999999999,-122.92276,2,2,10 Mar 25
"49 Jewel House Lane, Barrie","1,269,900",For Sale,44.3653856,-79.62353499999999,4,5,10 Mar 25
"49 Norwood Avenue, Vaughan","1,598,000",For Sale,43.8428989,-79.5329352,4,4,10 Mar 25
"135 Spring Road, Georgina","475,900",For Sale,44.237248,-79.4643097,4,1,10 Mar 25
"170 Michaud Street, West Nipissing","519,900",For Sale,46.3689598,-79.9206119,5,3,10 Mar 25
"20 Horton Court, Belleville","827,000",For Sale,44.1533985,-77.420245,3,3,10 Mar 25
"7 Homeview Road, Brampton","1,539,900",For Sale,43.773119,-79.693821,4,4,10 Mar 25
"205 - 360 36th Avenue, Vancouver","689,900",For Sale,49.2378715,-123.0986935,1,1,10 Mar 25
"Basement - 1129 Schooling Drive, Oshawa","1,700",For Rent,43.9424783,-78.85253039999999,1,1,10 Mar 25
"A - 1731 Bayview Avenue, Toronto","1,600",For Rent,43.7085191,-79.37604859999999,1,1,10 Mar 25
"4 Sleeth Street, Brantford","979,000",For Sale,43.15338029999999,-80.20864379999999,4,3,10 Mar 25
"5324 Canborough Road, Wellandport","739,900",For Sale,43.00285359999999,-79.4897388,2,1,10 Mar 25
"419 - 16807 100 Avenue, Edmonton","209,900",For Sale,53.53884,-113.61137,2,2,10 Mar 25
"403 - 6900 Pearson Way, Richmond","1,049,000",For Sale,49.17501559999999,-123.1469593,2,2,10 Mar 25
"302 - 1508 Mariner Walk, Vancouver","820,000",For Sale,49.2699916,-123.1392084,2,2,10 Mar 25
"601 Pintail Drive, Pelican Point","379,000",For Sale,52.52732,-112.83185,2,2,10 Mar 25
"18 Avenue, Bowden","599,000",For Sale,51.9310114,-114.0340297,2,2,10 Mar 25
"44 - 7811 209 Street, Langley","799,000",For Sale,49.14463989999999,-122.6447032,5,4,10 Mar 25
"8163 Cummington Square, Niagara Falls","2,758,800",For Sale,43.0596649,-79.05078499999999,2,2,10 Mar 25
"52 Cityline Square, Calgary","514,900",For Sale,51.1450916,-113.9476672,3,3,10 Mar 25
"1 & 2 - 530 Speers Road, Oakville","1,599,000",For Sale,43.4353401,-79.6994552,,,10 Mar 25
"59 Macewan Park Circle, Calgary","949,900",For Sale,51.133926,-114.1157586,4,4,10 Mar 25
"707 - 11850 84 Avenue, Grande Prairie","424,900",For Sale,55.15546819999999,-118.8573579,2,2,10 Mar 25
"Part Second - 231 Millway Avenue, Vaughan","3,000",For Rent,43.7996622,-79.5274994,,,10 Mar 25
"211 - 280 Harwood Avenue, Ajax",1,For Rent,43.845992,-79.021327,,,10 Mar 25
"1001 - 1688 Pullman Porter Street, Vancouver","758,000",For Sale,49.2706831,-123.1038068,1,1,10 Mar 25
"96 King Street, Oshawa","1,600,000",For Sale,43.8986316,-78.8599496,,,10 Mar 25
"96 King Street, Oshawa",15,For Rent,43.8986316,-78.8599496,,,10 Mar 25
"210 - 280 Harwood Avenue, Ajax",1,For Rent,43.845992,-79.021327,,,10 Mar 25
"Basement - 70 Lampman Crescent, Thorold","1,775",For Rent,43.1097482,-79.2165981,3,1,10 Mar 25
"5132 48 Street, Innisfail","250,000",For Sale,52.0257614,-113.9544681,2,1,10 Mar 25
"Twp Rd 375b , Castor","724,900",For Sale,52.224447,-111.918915,3,3,10 Mar 25
"115 - 302 Carlaw Avenue, Toronto","2,550",For Rent,43.6636804,-79.34133849999999,,,10 Mar 25
"905 - 680 Quayside Drive, New Westminster","623,000",For Sale,49.20086300000001,-122.9089947,1,1,10 Mar 25
"25 Erie Heights Line, Lowbanks","458,000",For Sale,42.84529999999999,-79.49933,3,1,10 Mar 25
"122 - 42 Cranbrook Gardens, Calgary","549,900",For Sale,50.8618569,-113.9709559,3,3,10 Mar 25
"1 - 33310 Westbury Avenue, Abbotsford","525,000",For Sale,49.0352416,-122.301344,3,2,10 Mar 25
"227 Sunrise Terrace, High River","264,900",For Sale,50.5865361,-113.8345883,2,2,10 Mar 25
"309 - 32733 Broadway Street, Abbotsford","393,800",For Sale,49.0418301,-122.3226782,2,2,10 Mar 25
"21185 Mccallum Court, Maple Ridge","1,389,000",For Sale,49.2273058,-122.6339844,3,3,10 Mar 25
"135 Greti Drive, Glanbrook","1,149,900",For Sale,43.1850716,-79.8856366,4,3,10 Mar 25
"5741 Seaview Road, West Vancouver","5,498,000",For Sale,49.3545337,-123.2695109,4,6,10 Mar 25
"1387 35th Avenue, Vancouver","1,899,000",For Sale,49.2387702,-123.07721,6,3,10 Mar 25
"208 - 23 Rogers Road, Perth","415,000",For Sale,44.8948013,-76.253587,3,3,10 Mar 25
"192 Hollybrook Trail, Kitchener","3,500",For Rent,43.384546,-80.44226549999999,2,2,10 Mar 25
"10 - 85 Lillian Street, Toronto","857,000",For Sale,43.7067028,-79.3932324,3,4,10 Mar 25
"293 Dolman Street , Breslau","1,200,000",For Sale,43.4724457,-80.4219116,2,2,10 Mar 25
"6691 121a Street Street, Surrey","1,799,999",For Sale,49.1245726,-122.8864199,4,4,10 Mar 25
"908 - 285 Enfield Place, Mississauga","2,600",For Rent,43.5906272,-79.63567909999999,9,9,10 Mar 25
"310 Spring Creek Drive, Waterdown","1,174,900",For Sale,43.3504956,-79.8860021,2,2,10 Mar 25
"1410 - 1435 Celebration Drive, Pickering","2,700",For Rent,43.831404,-79.0801243,4,3,10 Mar 25
"1217 - 21 Pirandello Street, Toronto","1,900",For Rent,43.6388161,-79.41387619999999,0,1,10 Mar 25
"1412 - 96 St Patrick Street, Toronto","518,800",For Sale,43.65316319999999,-79.3900354,1,1,10 Mar 25
"1502 - 33 Frederick Todd Way, Toronto","2,450",For Rent,43.7137407,-79.3606738,1,1,10 Mar 25
"402 - 20 Joe Shuster Way, Toronto","2,200",For Rent,43.640128,-79.4243082,1,1,10 Mar 25
"815 - 297 College Street, Toronto","619,000",For Sale,43.6575255,-79.4015589,1,1,10 Mar 25
"3023 - 5 Sheppard Avenue, Toronto","3,300",For Rent,43.7615495,-79.4101474,2,2,10 Mar 25
"153 Renfrew Street, Caledonia","664,900",For Sale,43.0681442,-79.94934839999999,2,1,10 Mar 25
"112 King Street, Hamilton","689,000",For Sale,43.2574371,-79.8717592,2,2,10 Mar 25
"332 Newton Street, Tay","649,900",For Sale,44.7457413,-79.7778234,2,2,10 Mar 25
"41 Misty Ridge Road, Wasaga Beach","2,850",For Rent,44.4623612,-80.07050439999999,4,4,10 Mar 25
"93 Venice Gate Drive, Vaughan","3,750",For Rent,43.8561461,-79.5559756,3,4,10 Mar 25
"23 Blackpool Lane, East Gwillimbury","798,999",For Sale,44.11462,-79.46266,2,3,10 Mar 25
"672 Meadowbank Road, Meadowbank","539,999",For Sale,46.2081899,-63.22069989999999,4,3,10 Mar 25
"5 Pietrowski Drive, Georgina","1,099,800",For Sale,44.24724519999999,-79.46296339999999,4,3,10 Mar 25
"70 Carolina Rose Crescent, Markham","1,099,000",For Sale,43.8926566,-79.2903572,3,4,10 Mar 25
"2908 Starlight Drive, Pickering","3,000",For Rent,43.8847295,-79.1151289,3,3,10 Mar 25
"4 - 237 Second Avenue, Qualicum Beach","899,000",For Sale,49.3473407,-124.4489834,3,4,10 Mar 25
"3730 8 Avenue, Edmonton","499,900",For Sale,53.4259786,-113.3986723,3,4,10 Mar 25
"9 Karen Drive, Kawartha Lakes","824,900",For Sale,44.3717796,-78.74766509999999,3,3,10 Mar 25
"108 - 3215 Cowichan Lake Road, Duncan","249,900",For Sale,48.7900146,-123.732457,1,1,10 Mar 25
"325 Anchorage Bay Road, Elizabethtown-kitley","995,000",For Sale,44.5460957,-75.7444124,0,2,10 Mar 25
"15511 59a Street, Edmonton","399,900",For Sale,53.6167425,-113.4319925,2,3,10 Mar 25
"3793 Marjorie Way, Nanaimo","1,059,000",For Sale,49.2033779,-124.0344536,4,4,10 Mar 25
"1281 Scotland Drive, London South","3,500,000",For Sale,42.8916297,-81.1384667,3,3,10 Mar 25
"5966 Garvin Road, Union Bay","1,197,000",For Sale,49.5630943,-124.8755298,4,2,10 Mar 25
"293 Bayview Avenue, Ladysmith","1,149,000",For Sale,48.985209,-123.808282,4,3,10 Mar 25
"0 County Rd 38 , Trent Hills","245,000",For Sale,44.325373,-77.7766634,5,5,10 Mar 25
"76 Annette Street, Toronto","2,180,000",For Sale,43.6637446,-79.4622385,,,10 Mar 25
"7312 106 Street, Edmonton","629,900",For Sale,53.5097823,-113.5048513,5,3,10 Mar 25
"319 - 1335 Bear Mountain Parkway, Langford","669,000",For Sale,48.475489,-123.5312512,4,4,10 Mar 25
"550 Hudson Crescent, Midland","2,700",For Rent,44.7623069,-79.8963729,2,2,10 Mar 25
"262 Terra Nova Crescent, Cold Lake","499,000",For Sale,54.4702949,-110.2024196,3,3,10 Mar 25
"7570 Kipling Avenue, Vaughan","1,950",For Rent,43.77553349999999,-79.5969076,2,1,10 Mar 25
"201A - 1475 Glenmore Road, Kelowna","339,000",For Sale,49.9470681,-119.4269416,1,1,10 Mar 25
"2297 Hudson Terrace, Sooke","900,000",For Sale,48.3797872,-123.7450649,5,4,10 Mar 25
"398 Woburn Avenue, Toronto","1,498,888",For Sale,43.72582990000001,-79.4159908,3,4,10 Mar 25
"21 Townline Road, St. Catharines","540,000",For Sale,43.1339944,-79.197637,4,4,10 Mar 25
"26 Matachewan Road, Manitouwadge","229,900",For Sale,49.1253569,-85.84155849999999,4,2,10 Mar 25
"734 Chelton Road, London","2,300",For Rent,42.9496074,-81.1778085,3,3,10 Mar 25
"525 Donald Street, Thunder Bay","429,000",For Sale,48.3827041,-89.2926964,4,2,10 Mar 25
"308 Kerr Place, Fort Frances","349,900",For Sale,48.6047226,-93.4324445,3,2,10 Mar 25
"8945 Hacienda Road, Aylmer","659,900",For Sale,42.7631239,-80.958196,3,2,10 Mar 25
"39 Jill Drive, Conception Bay South","349,000",For Sale,47.50312419999999,-52.9913102,4,2,10 Mar 25
"2115 Dandelion Lane, Shawnigan Lake","759,000",For Sale,48.6531278,-123.6460072,3,2,10 Mar 25
"42 Lentago Avenue, Ottawa","709,000",For Sale,45.2404527,-75.7377218,3,3,10 Mar 25
"2485 Kettle Ridge Way, Naramata","349,900",For Sale,49.5752693,-119.5720676,,,10 Mar 25
"92 Mitchell Crescent, Galway-cavendish And Harvey","509,900",For Sale,44.5516653,-78.3585422,3,2,10 Mar 25
"Townline Road, St. Catharines","540,000",For Sale,43.1338962,-79.1970606,3,4,10 Mar 25
"302 - 301 North Star Boulevard, Kimberley","199,900",For Sale,49.68833619999999,-116.0045476,1,1,10 Mar 25
"345 Sarnia Road, London North","889,900",For Sale,42.99932450000001,-81.2867418,5,2,10 Mar 25
"2104 - 5500 Mitchinson Way, Regina","174,900",For Sale,50.41126,-104.66107,2,1,10 Mar 25
"911 Mcfaull Manor, Saskatoon","469,900",For Sale,52.1290804,-106.557116,3,2,10 Mar 25
"22 Carriage Court Avenue, Kingston","499,900",For Sale,44.2669165,-76.4815541,3,2,10 Mar 25
"10 Sugarcane Avenue, Brampton","1,399,900",For Sale,43.7632578,-79.7523647,5,5,10 Mar 25
"16 Hazelwood Crescent, St.john’s","399,900",For Sale,47.5345554,-52.7410576,4,3,10 Mar 25
"10551 Wascana Estates, Regina","569,900",For Sale,50.4153844,-104.5420344,3,4,10 Mar 25
"108 Columbus Street, Sandy Beach","654,900",For Sale,53.79778289999999,-114.0367549,5,3,10 Mar 25
"533 - 6210 Thornberry Crescent, Windsor","289,900",For Sale,42.3079759,-82.94759119999999,4,2,10 Mar 25
"238 Country Road, Corner Brook","289,900",For Sale,48.9389868,-57.9798328,2,3,10 Mar 25
"1078 Interlake Drive, Oshawa","997,500",For Sale,43.9377395,-78.8476555,3,3,10 Mar 25
"533 - 6210 Thornberry Crescent, Windsor","289,900",For Sale,42.3079759,-82.94759119999999,4,2,10 Mar 25
"86 Princess Street, Chatham","549,000",For Sale,42.4042165,-82.1732049,3,2,10 Mar 25
"2 Sunset Trail, Whitestone","989,000",For Sale,45.6244602,-79.8439302,3,2,10 Mar 25
"54 - 1677 East Gate Estates , Windsor","324,990",For Sale,42.3192696,-82.9588089,4,2,10 Mar 25
"155 Dolman Street, Woolwich","1,099,999",For Sale,43.4756698,-80.42137249999999,3,2,10 Mar 25
"773 Bridge Avenue, Windsor","399,000",For Sale,42.3045487,-83.0568258,4,4,10 Mar 25
"221 Applewood , Kingsville","649,000",For Sale,42.0407149,-82.7291067,5,2,10 Mar 25
"54 - 1677 East Gate Estates , Windsor","324,990",For Sale,42.3192696,-82.9588089,4,4,10 Mar 25
"88 Chris Mullin Lane, Madawaska Valley","857,900",For Sale,45.5170803,-77.77085269999999,3,2,10 Mar 25
"301 - 4110 43 Avenue, Bonnyville Town","300,000",For Sale,54.25989089999999,-110.7216745,3,3,10 Mar 25
"317 Spruce Brook Road, Spruce Brook","289,000",For Sale,48.756155,-58.17808299999999,2,2,10 Mar 25
"43 Canterbury Avenue, Stratford","519,900",For Sale,43.3734633,-80.96080130000001,3,1,10 Mar 25
"148 Weichel Street, Kitchener","850,000",For Sale,43.440293,-80.5198228,3,3,10 Mar 25
"14 Ferguson Hill Road, Brighton","1,899,000",For Sale,44.1461129,-77.77864869999999,4,4,10 Mar 25
"2386 Baintree Crescent, Oakville","1,199,900",For Sale,43.4309199,-79.7655898,3,4,10 Mar 25
"Basemnt - 128 Mount Pleasant Road, Toronto","3,995",For Rent,43.6759728,-79.3809386,4,3,10 Mar 25
"11 Glory Crescent, Hastings Highlands","499,900",For Sale,45.09066,-77.90160999999999,4,2,10 Mar 25
"112 Tamarac Road, Northern Bruce Peninsula","1,490,000",For Sale,44.9969274,-81.3827733,3,3,10 Mar 25
"561 Gould Street, South Bruce Peninsula","499,000",For Sale,44.7424378,-81.1421526,8,5,10 Mar 25
"76 Connaught Crescent, Caledon","1,269,999",For Sale,43.8751657,-79.739373,4,3,10 Mar 25
"26 Maple Gate, Ramara","1,249,800",For Sale,44.5551396,-79.2811045,5,4,10 Mar 25
"118 Queen Street, Bradford West Gwillimbury","979,000",For Sale,44.1173991,-79.57013359999999,3,2,10 Mar 25
"110 Riverlands Ave Avenue, Markham","1,080,000",For Sale,43.88610449999999,-79.2321925,3,3,10 Mar 25
"12639 232nd Street, Maple Ridge","9,975,000",For Sale,49.23164999999999,-122.58216,,,10 Mar 25
"846 Hanmore Court, Oshawa","1,499,000",For Sale,43.9301221,-78.824651,4,4,10 Mar 25
"352 Buckthorn Drive, Kingston","629,900",For Sale,44.2692485,-76.5926487,3,3,10 Mar 25
"6311 Sam Iorfida Drive, Niagara Falls","1,289,900",For Sale,43.0664349,-79.09904929999999,4,4,10 Mar 25
"108 - 228 Mcconnell Street, South Huron","2,350",For Rent,43.3623037,-81.48505109999999,2,1,10 Mar 25
"3 Oceanus Avenue, Hamilton","3,050",For Rent,43.17169,-79.78424,3,3,10 Mar 25
"69395 Eagleson Line, North Middlesex","2,199,000",For Sale,43.247504,-81.74850599999999,2,2,10 Mar 25
"2080 Sixth Line, Oakville","1,599,900",For Sale,43.4679285,-79.7151806,4,4,10 Mar 25
"498 Caledonia Road, Toronto","899,999",For Sale,43.6900349,-79.46128039999999,2,2,10 Mar 25
"9 Rusholme Park Crescent, Toronto","4,000",For Rent,43.651771,-79.42840199999999,3,2,10 Mar 25
"81 - 24076 112 Avenue, Maple Ridge","945,000",For Sale,49.2055739,-122.5546177,4,4,10 Mar 25
"249 Johnston Ave Avenue, Toronto","2,690",For Rent,43.7561347,-79.4228809,2,1,10 Mar 25
"92 Cadillac Crescent, Brampton","3,800",For Rent,43.6924955,-79.83991979999999,4,4,10 Mar 25
"6 Credit Street, Halton Hills","1,699,999",For Sale,43.6654555,-79.9250287,4,4,10 Mar 25
"5812 Sidmouth Street, Mississauga","1,249,900",For Sale,43.595133,-79.6978269,4,4,10 Mar 25
"2 Fred Mason Street, Georgina","999,000",For Sale,44.19984150000001,-79.4603406,4,4,10 Mar 25
"118 - 6033 Katsura Street, Richmond","698,000",For Sale,49.1697085,-123.122552,4,4,10 Mar 25
"507 - 20696 Eastleigh Crescent, Langley","549,900",For Sale,49.1050785,-122.6488026,2,2,10 Mar 25
"59 Anders Drive, Scugog","1,149,000",For Sale,44.088707,-78.9417071,2,2,10 Mar 25
"510 - 15848 Fraser Highway, Surrey","599,999",For Sale,49.1593464,-122.7852114,3,4,10 Mar 25
"403 - 20360 Logan Avenue, Langley","449,900",For Sale,49.1073444,-122.65763,1,1,10 Mar 25
"21 Alhart Drive, Toronto","1,299,000",For Sale,43.73722679999999,-79.5519513,3,2,10 Mar 25
"39 - 20540 66 Avenue, Langley","779,000",For Sale,49.1216916,-122.6541845,2,2,10 Mar 25
"419 - 30515 Cardinal Avenue, Abbotsford","449,900",For Sale,49.0619991,-122.3794499,2,1,10 Mar 25
"120 Ontario Street, Burk's Falls","449,000",For Sale,45.6162843,-79.40619439999999,,,10 Mar 25
"Thirteen Mile Road, Middlesex Centre","750,000",For Sale,43.1217066,-81.3308298,,,10 Mar 25
"30 - 9122 King Street, Langley","1,125,900",For Sale,49.1680619,-122.5747553,4,4,10 Mar 25
"14200 Thirteen Mile Road, Middlesex Centre","1,200,000",For Sale,43.1194738,-81.3387876,,,10 Mar 25
"3 - 2531 Park Drive, Abbotsford","999,900",For Sale,49.04781939999999,-122.2813811,3,4,10 Mar 25
"5903 44a Street, Leduc","1,800,000",For Sale,53.2739023,-113.5385824,,,10 Mar 25
"3324 Marentette Avenue, Windsor",11,For Rent,42.2714398,-82.9950515,,,10 Mar 25
"18 Taralea Bay, Calgary","569,900",For Sale,51.117583,-113.9363093,3,3,10 Mar 25
"1 - 484 Main Street, Hamilton","4,108",For Rent,43.2503325,-79.85099009999999,,,10 Mar 25
"99 - 2300 Oakmoor Drive, Calgary","399,900",For Sale,50.96341289999999,-114.1168926,2,2,10 Mar 25
"12 Riverview Place, Redcliff","449,500",For Sale,50.0615916,-110.7838128,4,3,10 Mar 25
"37 - 9100 Jane Street, Vaughan",1,For Rent,43.8478493,-79.5358873,,,10 Mar 25
"522 Boutin Avenue, Hinton","400,000",For Sale,53.4278,-117.53067,4,4,10 Mar 25
"115 - 302 Carlaw Avenue, Toronto","2,550",For Rent,43.6636804,-79.34133849999999,,,10 Mar 25
"1464 Sunset Place, Gibsons","1,598,000",For Sale,49.40051,-123.55057,4,4,10 Mar 25
"4824 42b Avenue, Delta","1,434,900",For Sale,49.080616,-123.0894157,4,2,10 Mar 25
"6906 115b Street, Grande Prairie","464,900",For Sale,55.14319090000001,-118.8454104,4,3,10 Mar 25
"2nd & 3rd Fl - 489 King Street, Toronto","3,750",For Rent,43.6447671,-79.397159,,,10 Mar 25
"8588 Ashwell Road, Chilliwack","869,900",For Sale,49.15949000000001,-121.9771041,4,3,10 Mar 25
"11513 103 Street, Peace River","348,000",For Sale,56.2166587,-117.2787319,4,3,10 Mar 25
"315 - 1077 Gordon Street, Guelph","549,900",For Sale,43.51943,-80.20891999999999,2,2,10 Mar 25
"TEN - 4300 Kalar Road, Niagara Falls","596,000",For Sale,43.110139,-79.13703149999999,2,1,10 Mar 25
"1205 - 1910 Lakeshore Boulevard, Toronto","799,999",For Sale,43.636309,-79.46625759999999,2,3,10 Mar 25
"306 - 8 Fead Street, Orangeville","445,000",For Sale,43.9230431,-80.0995962,2,2,10 Mar 25
"NE102 - 9205 Yonge Street, Richmond Hill","549,990",For Sale,43.85215729999999,-79.43205809999999,1,1,10 Mar 25
"#2232 - 7161 Yonge Street, Markham","729,900",For Sale,43.8024916,-79.4207943,1,1,10 Mar 25
"706 - 51 Times Avenue, Markham","689,000",For Sale,43.8403473,-79.39152779999999,2,2,10 Mar 25
"2722 - 165 Legion Road, Toronto","2,200",For Rent,43.6241214,-79.48801,2,2,10 Mar 25
"114 - 25 Earlington Avenue, Toronto","3,200",For Rent,43.6612966,-79.5079112,2,2,10 Mar 25
"3607 - 30 Elm Drive, Mississauga","2,500",For Rent,43.5899064,-79.631788,1,2,10 Mar 25
"222 - 3 Ellesmere Street, Richmond Hill","2,750",For Rent,43.8466651,-79.42933239999999,1,2,10 Mar 25
"1301 - 1 The Esplanade , Toronto","655,000",For Sale,43.6458823,-79.375992,1,1,10 Mar 25
"1110 - 28 Wellesley Street, Toronto","1,790",For Rent,43.6655834,-79.3827749,0,1,10 Mar 25
"2212 - 17 Anndale Drive, Toronto","3,300",For Rent,43.760124,-79.40765379999999,2,2,10 Mar 25
"611 - 508 Wellington Street, Toronto","495,000",For Sale,43.6434202,-79.3991997,1,1,10 Mar 25
"216 - 68 Abell Street, Toronto","1,750",For Rent,43.6423205,-79.42436239999999,0,1,10 Mar 25
"1459 Laurier Street, Clarence-rockland","670,000",For Sale,45.5513615,-75.287694,3,2,10 Mar 25
"136 St Julien Street, London East","449,900",For Sale,42.977984,-81.2034041,2,1,10 Mar 25
"11141 County Road 2 Road, South Dundas","974,900",For Sale,44.8577808,-75.2879468,4,4,10 Mar 25
"6235 Brookfield Avenue, Niagara Falls","899,900",For Sale,43.0843933,-79.11305779999999,3,3,10 Mar 25
"1311 Lansdowne Street, Hawkesbury","319,900",For Sale,45.6060897,-74.58900129999999,2,1,10 Mar 25
"512 Mary Street, Burlington","1,125,000",For Sale,43.3200084,-79.8366116,3,3,10 Mar 25
"4170 Credit Pointe Drive, Mississauga","1,199,999",For Sale,43.5723256,-79.6838106,3,2,10 Mar 25
"170 Mapleside Drive, Wasaga Beach","929,990",For Sale,44.4670798,-80.0804642,4,4,10 Mar 25
"107 Beach Road, Hamilton","679,990",For Sale,43.25864420000001,-79.823787,2,6,10 Mar 25
"105 County Road 12 , Greater Napanee","519,000",For Sale,44.3334543,-77.0077984,3,3,10 Mar 25
"106 Keelson Street, Welland","2,400",For Rent,42.9489638,-79.23675899999999,3,3,10 Mar 25
"3868 O'neil Gate, Mississauga","2,828,000",For Sale,43.5531774,-79.6738716,4,5,10 Mar 25
"40 Benrubin Drive, Toronto","849,000",For Sale,43.7529643,-79.5660843,3,2,10 Mar 25
"8974 5th Line, Essa","759,900",For Sale,44.3325847,-79.8554688,3,2,10 Mar 25
"Main - 53 Fraserton Crescent, Toronto","3,100",For Rent,43.7511117,-79.2499722,3,2,10 Mar 25
"Main - 541 Emerald Avenue, Oshawa","2,500",For Rent,43.8607644,-78.8520435,3,1,10 Mar 25
"7 Pol Court, St. Thomas","489,900",For Sale,42.7680916,-81.1638224,2,3,10 Mar 25
"316 - 1675 10th Avenue, Vancouver","899,000",For Sale,49.2629561,-123.1424554,3,2,10 Mar 25
"3404 Base Line, Otonabee-south Monaghan","1,199,000",For Sale,44.2647,-78.16244499999999,2,2,10 Mar 25
"80 Denrich Avenue, Tillsonburg","615,000",For Sale,42.8565625,-80.74373349999999,3,4,10 Mar 25
"594 Rosedale Avenue, London","594,900",For Sale,42.99362319999999,-81.23483879999999,3,2,10 Mar 25
"24 - 12635 63 Avenue, Surrey","1,139,900",For Sale,49.1177605,-122.8728585,2,1,10 Mar 25
"48 Dubray Avenue, Toronto","899,900",For Sale,43.7294817,-79.4794759,4,4,10 Mar 25
"37 Ambler(main Floor) Byway, Barrie","2,300",For Rent,44.38935559999999,-79.6903316,3,3,10 Mar 25
"404 - 1630 1st Avenue, Vancouver","998,000",For Sale,49.2704235,-123.1416075,2,2,10 Mar 25
"51 Ridge Avenue, Ramara","1,399,900",For Sale,44.5416994,-79.2061502,4,3,10 Mar 25
"909 - 6808 Minoru Boulevard, Richmond","799,000",For Sale,49.1633764,-123.1401484,2,1,10 Mar 25
"6 - 12036 66 Avenue, Surrey","868,800",For Sale,49.12274840000001,-122.8895617,3,3,10 Mar 25
"23 Mccann Crescent, Bradford West Gwillimbury","1,349,900",For Sale,44.1226254,-79.5921485,4,4,10 Mar 25
"2 Park Court, Niagara-on-the-lake","2,250,000",For Sale,43.2470012,-79.07661709999999,3,4,10 Mar 25
"County 18 Road, North Grenville","649,900",For Sale,45.0214143,-75.6529597,3,1,10 Mar 25
"3507 - 1955 Alpha Way, Burnaby","789,000",For Sale,49.2668104,-123.0006967,2,1,10 Mar 25
"51 - 13706 74 Avenue, Surrey","599,000",For Sale,49.1366181,-122.8420568,2,2,10 Mar 25
"454 - 8258 207a Street, Langley","699,900",For Sale,49.152443,-122.6461968,2,2,10 Mar 25
"10 Estate Drive, Toronto",16,For Rent,43.7815351,-79.2386885,,,10 Mar 25
