Neighborhood,Year,Season,Property Type,Bedrooms,Bathrooms,Year Built,Renovation Year,Garage Type,Square Footage (House),Square Footage (Land),Basement,Legal Units,Market Price
South Surrey,2013,Winter,Townhouse,2,1,1995,0,double,4924,2805,Finished,0,1796064.84
South Surrey,2014,Spring,Condo,3,3,1971,0,triple,1105,1847,Finished,0,1249415.363
South Surrey,2014,Summer,Townhouse,1,1,1983,0,triple,1954,1211,Finished,1,2424872.65
South Surrey,2014,Fall,Duplex,1,3,1950,0,none,2684,4099,Finished,0,3261019.13
South Surrey,2014,Winter,Townhouse,4,1,1985,0,triple,3553,1745,Finished,1,1978152.02
South Surrey,2015,Spring,Triplex,4,2,1988,0,triple,1063,3317,Finished,1,2818873.83
South Surrey,2015,Summer,Duplex,5,1,1985,1996,triple,3650,7520,Finished,0,1561018.69
South Surrey,2015,Fall,House,4,1,1955,1979,triple,3124,1811,Not Finished,0,3762784.65
South Surrey,2015,Winter,Condo,4,2,2016,0,triple,4723,4445,Not Finished,2,747201.39
South Surrey,2016,Spring,Townhouse,5,3,2015,0,single,1306,7803,Finished,0,986411.77
South Surrey,2016,Summer,Duplex,5,3,1973,2006,none,4099,2555,Finished,2,1911885.55
South Surrey,2016,Fall,Townhouse,2,3,2011,0,none,837,9185,Finished,0,1429196.78
South Surrey,2016,Winter,Duplex,4,1,1969,1995,triple,3629,3684,Finished,1,2325048.21
South Surrey,2017,Spring,Triplex,3,3,2020,0,triple,2928,3699,Finished,0,3528949.49
South Surrey,2017,Summer,House,1,3,2023,0,single,3332,6846,Finished,1,3789377.23
South Surrey,2017,Fall,Condo,1,3,1985,0,none,2520,9896,Not Finished,1,729613.94
South Surrey,2017,Winter,Townhouse,1,1,1954,1968,triple,3758,3611,Finished,1,920011.26
South Surrey,2018,Spring,Condo,2,3,1982,2020,single,1383,6764,Finished,2,1668589.69
South Surrey,2018,Summer,Triplex,3,1,1956,0,single,2432,3185,Not Finished,0,3290057.75
South Surrey,2018,Fall,Duplex,2,1,1962,0,none,700,9685,Not Finished,0,2524138.4
South Surrey,2018,Winter,Townhouse,2,2,1966,2010,triple,2143,3617,Finished,1,2654575.07
South Surrey,2019,Spring,House,4,3,2016,0,double,4241,2715,Finished,1,3992355.98
South Surrey,2019,Summer,Duplex,5,1,1992,0,double,1375,5528,Not Finished,0,2027240.66
South Surrey,2019,Fall,Duplex,5,3,2002,0,single,4640,2266,Not Finished,1,2127291.56
South Surrey,2019,Winter,Triplex,3,2,2005,0,single,1463,1444,Not Finished,2,4153219.1
South Surrey,2020,Spring,Condo,3,2,1988,2018,single,2960,1197,Not Finished,0,1264903.1
South Surrey,2020,Summer,Duplex,4,3,1955,1967,double,2969,1196,Finished,0,3086302.22
South Surrey,2020,Fall,Duplex,1,2,2001,2011,double,4350,9921,Not Finished,0,4148650.7868
South Surrey,2020,Winter,Townhouse,1,3,1968,1985,none,2196,9643,Not Finished,0,1979826.576
South Surrey,2021,Summer,Duplex,2,1,1990,0,double,1758,3791,Not Finished,1,4273647.575999999
South Surrey,2021,Fall,House,2,2,1984,0,double,4021,7457,Finished,2,2057399.628
South Surrey,2021,Winter,Triplex,4,3,1970,0,double,4654,4475,Finished,1,3574045.248
South Surrey,2022,Spring,Duplex,1,3,1958,2022,none,4149,3844,Finished,2,5013833.544
South Surrey,2022,Fall,Triplex,2,3,1977,1998,none,4317,9666,Not Finished,1,4154139.36
South Surrey,2022,Winter,Duplex,4,1,1963,2018,single,1035,4116,Finished,1,1407647.73
South Surrey,2023,Spring,House,5,3,1959,0,triple,3384,6697,Not Finished,1,2530987.44
South Surrey,2023,Summer,Duplex,5,2,1980,0,single,1567,1673,Not Finished,0,1919952.33
South Surrey,2023,Fall,Condo,1,1,1971,0,double,1092,3378,Not Finished,1,1668963.72
South Surrey,2023,Winter,Townhouse,2,1,2003,0,none,4420,5567,Not Finished,0,2107148.75
Metrotown,2004,Spring,Triplex,5,2,2002,2021,triple,4512,5896,Finished,2,1178046.058
Metrotown,2004,Summer,Condo,2,2,1982,2020,double,3311,5874,Not Finished,1,766354.73
Metrotown,2004,Fall,Triplex,3,1,1996,0,none,3567,3750,Not Finished,1,1668751.0
Metrotown,2004,Winter,House,1,1,2001,0,triple,964,9366,Not Finished,0,3041910.81
Metrotown,2005,Spring,Duplex,4,2,2012,2022,none,1100,9796,Not Finished,2,2107448.94
Metrotown,2005,Summer,Triplex,3,3,1968,0,single,4924,8276,Finished,2,2571211.28
Metrotown,2005,Fall,Condo,5,3,1979,0,triple,2864,9890,Not Finished,2,444868.86
Metrotown,2005,Winter,House,5,3,2006,0,triple,4212,6264,Finished,1,3086866.54
Metrotown,2006,Spring,Triplex,5,1,2012,0,single,3107,6125,Not Finished,2,1119201.16
Metrotown,2006,Summer,Townhouse,1,3,2012,2023,double,1140,3661,Not Finished,2,607372.34
Metrotown,2006,Fall,Triplex,2,3,1981,1997,double,2172,3923,Not Finished,2,2358694.73
Metrotown,2006,Winter,Townhouse,2,1,1953,1982,single,4017,9037,Not Finished,0,1106707.08
Metrotown,2007,Spring,House,4,2,2021,0,double,1737,8947,Not Finished,2,845692.57
Metrotown,2007,Summer,Condo,1,2,2001,0,triple,2358,7576,Finished,1,1154555.36
Metrotown,2007,Fall,Townhouse,4,1,2008,2020,triple,4879,5014,Not Finished,0,987416.21
Metrotown,2007,Winter,Townhouse,4,3,2000,0,none,1938,1959,Finished,0,661156.04
Metrotown,2008,Spring,Triplex,1,3,1983,1993,none,670,9520,Finished,1,925574.45
Metrotown,2008,Summer,Condo,1,2,1978,0,none,2882,4256,Finished,2,1177498.87
Metrotown,2008,Fall,House,1,1,1982,0,triple,4061,7286,Finished,0,2702052.23
Metrotown,2008,Winter,Condo,2,2,2003,0,triple,870,6415,Finished,2,901686.62
Metrotown,2009,Spring,House,5,2,2019,0,none,1381,9289,Not Finished,2,2906025.69
Metrotown,2009,Summer,Condo,3,3,2019,0,double,3745,8966,Finished,2,1030495.18
Metrotown,2009,Fall,Triplex,1,2,1991,2013,double,1808,5876,Not Finished,0,1678112.4
Metrotown,2009,Winter,Condo,2,2,1986,0,none,1183,7659,Finished,0,978676.08
Metrotown,2010,Spring,Triplex,4,3,1962,1999,none,2386,5895,Not Finished,0,2170637.84
Metrotown,2010,Summer,Condo,3,3,2005,2018,none,946,1276,Not Finished,0,891176.45
Metrotown,2010,Fall,Triplex,2,2,1971,1995,double,4072,4238,Not Finished,1,1829223.09
Metrotown,2010,Winter,Duplex,4,1,1975,0,none,2965,8235,Not Finished,1,1086968.07
Metrotown,2011,Spring,Townhouse,2,3,1953,0,double,4408,6117,Finished,2,1225590.5
Metrotown,2011,Summer,Townhouse,1,1,1951,1980,single,2752,3117,Not Finished,2,2458076.18
Metrotown,2011,Fall,Condo,5,1,2011,0,single,1952,7726,Finished,2,1247361.83
Metrotown,2011,Winter,Townhouse,5,1,1952,0,single,1647,6435,Finished,2,2151767.24
Metrotown,2012,Spring,Duplex,4,3,1994,2005,triple,947,6408,Finished,1,1662772.72
Metrotown,2012,Summer,Condo,5,2,1976,2005,triple,1250,4927,Finished,2,1601113.86
Metrotown,2012,Fall,Triplex,3,1,2015,0,double,4606,9243,Finished,2,1350071.76
Metrotown,2012,Winter,House,3,2,1973,0,double,2905,9000,Finished,2,4118936.03
Metrotown,2013,Spring,Condo,1,3,2020,0,double,4882,1742,Not Finished,1,885733.84
Metrotown,2013,Summer,Duplex,2,2,2000,0,single,2436,4028,Finished,2,2115274.72
Metrotown,2013,Fall,Duplex,5,1,1966,0,triple,1045,5147,Finished,0,2931513.4
Metrotown,2013,Winter,House,4,1,1998,2010,none,3248,4399,Not Finished,1,4273091.98
Metrotown,2014,Spring,Condo,5,2,2019,0,none,4207,4969,Not Finished,2,985428.06
Metrotown,2014,Summer,Duplex,5,3,1983,1994,none,2620,2375,Not Finished,2,3751214.66
Metrotown,2014,Fall,Townhouse,1,3,2008,0,double,653,5552,Not Finished,1,958177.65
Metrotown,2014,Winter,House,4,2,1994,0,single,3272,4311,Not Finished,0,1224695.24
Metrotown,2015,Spring,Condo,2,1,1951,0,none,1475,2081,Finished,1,689240.89
Metrotown,2015,Summer,Triplex,1,1,2006,0,double,1311,8274,Not Finished,0,2456689.62
Metrotown,2015,Fall,Townhouse,3,1,1993,2019,single,2072,5839,Not Finished,1,2336361.66
Metrotown,2015,Winter,Triplex,1,1,2008,2018,double,4526,2473,Finished,0,1901504.64
Metrotown,2016,Spring,Duplex,1,1,1951,1981,single,2376,2984,Finished,1,2184693.56
Metrotown,2016,Summer,Triplex,4,1,1979,1992,single,3044,7170,Finished,0,1504380.49
Metrotown,2016,Fall,Condo,2,2,1963,0,single,4175,3531,Finished,1,1353951.92
Metrotown,2016,Winter,Condo,5,2,1954,0,single,1196,1645,Finished,0,883741.27
Metrotown,2017,Spring,Duplex,1,2,2018,0,double,1681,1633,Finished,1,2394329.64
Metrotown,2017,Summer,Condo,2,2,1992,0,double,1196,9686,Not Finished,0,1589301.28
Metrotown,2017,Fall,Duplex,4,2,2001,2019,triple,4420,8671,Not Finished,1,2612584.96
Metrotown,2017,Winter,Duplex,1,2,1986,2000,double,1687,3594,Not Finished,0,1694464.15
Metrotown,2018,Spring,Duplex,4,1,2002,2015,none,927,5466,Finished,1,3584794.1
Metrotown,2018,Summer,Condo,2,3,2010,0,single,1912,7993,Finished,2,1297693.14
Metrotown,2018,Fall,Condo,1,2,1992,0,double,883,9335,Finished,1,848210.06
Metrotown,2018,Winter,House,1,1,1978,0,single,3642,2467,Finished,0,1426950.2
Metrotown,2019,Spring,Townhouse,3,1,1975,0,single,1499,9247,Finished,1,3301126.41
Metrotown,2019,Fall,Duplex,4,3,2003,0,double,1158,8890,Not Finished,0,3849825.15
Metrotown,2019,Winter,Duplex,1,3,1998,2010,double,869,5381,Not Finished,2,1999404.01
Metrotown,2020,Spring,Duplex,1,2,2006,2021,double,748,5488,Finished,0,4506521.75
Metrotown,2020,Summer,Condo,3,3,2012,0,none,1054,3972,Not Finished,2,1327844.37
Metrotown,2020,Fall,Condo,1,2,1971,2000,none,2722,4347,Finished,2,2255781.744
Metrotown,2020,Winter,Triplex,1,2,1964,1993,double,2672,9791,Not Finished,2,4830518.472
Metrotown,2021,Spring,Townhouse,3,3,1956,0,none,4113,1606,Not Finished,2,3270812.772
Metrotown,2021,Summer,Condo,4,1,2012,2023,none,4682,5169,Finished,0,2508024.948
Metrotown,2021,Fall,House,1,1,1950,2000,triple,4895,9090,Finished,2,1701322.848
Metrotown,2021,Winter,Condo,5,1,1958,0,none,1974,8976,Not Finished,1,1741947.984
Metrotown,2022,Spring,Triplex,1,3,1963,0,triple,692,4493,Not Finished,0,2067918.336
Metrotown,2022,Summer,Condo,2,1,2016,0,single,4037,3898,Finished,1,2153354.712
Metrotown,2022,Fall,Duplex,1,1,1989,2007,triple,1620,6432,Finished,1,4741219.74
Metrotown,2022,Winter,Townhouse,1,1,1953,0,double,2870,1402,Finished,1,3477971.34
Metrotown,2023,Spring,House,1,1,1983,2009,triple,4185,4499,Finished,1,4259224.56
Metrotown,2023,Summer,Condo,1,3,1999,2023,triple,2307,5427,Not Finished,1,1129797.49
Metrotown,2023,Fall,Triplex,1,3,1976,0,triple,4875,5981,Finished,1,2375440.61
Metrotown,2023,Winter,Townhouse,4,2,2017,0,double,1968,7457,Not Finished,1,2648263.01
Brentwood,2004,Spring,Duplex,4,3,1964,2015,single,1787,4619,Not Finished,2,767561.82
Brentwood,2004,Summer,Condo,1,1,1988,2011,double,1699,9238,Finished,1,1174144.32
Brentwood,2004,Fall,Duplex,1,1,1993,0,double,2764,1281,Finished,0,1134738.47
Brentwood,2004,Winter,Duplex,2,2,2002,2021,none,828,6855,Finished,2,807639.32
Brentwood,2005,Spring,Townhouse,4,3,2023,0,triple,3633,6981,Finished,2,1019791.24
Brentwood,2005,Summer,House,4,2,1955,1994,single,687,9388,Not Finished,0,2591485.92
Brentwood,2005,Fall,Duplex,5,3,2012,2023,single,4506,6926,Not Finished,1,1579355.54
Brentwood,2005,Winter,Duplex,4,1,1977,0,single,2755,1666,Not Finished,0,1228623.95
Brentwood,2006,Spring,Townhouse,2,3,1970,2016,none,2229,1306,Not Finished,1,1135774.19
Brentwood,2006,Summer,Condo,4,2,1988,2018,single,986,9772,Finished,2,573615.54
Brentwood,2006,Fall,Townhouse,5,1,2018,0,double,2654,4865,Not Finished,0,919807.9
Brentwood,2006,Winter,Triplex,3,2,2007,0,single,4752,5101,Finished,1,1874065.84
Brentwood,2007,Spring,House,4,2,2011,2021,single,2170,8813,Finished,2,2606148.17
Brentwood,2007,Summer,Triplex,1,3,2021,0,double,2450,3928,Not Finished,2,2021310.84
Brentwood,2007,Fall,Triplex,4,1,2013,0,none,3113,6857,Not Finished,0,2763363.55
Brentwood,2007,Winter,Townhouse,5,3,1991,2019,single,3628,5372,Finished,1,834047.42
Brentwood,2008,Spring,Townhouse,1,2,2006,0,triple,801,2464,Finished,1,1850671.35
Brentwood,2008,Summer,House,2,1,1968,0,single,3813,9732,Finished,2,1779459.42
Brentwood,2008,Fall,House,3,1,2009,0,double,4821,9377,Not Finished,1,1648845.34
Brentwood,2008,Winter,Condo,5,2,2021,0,triple,818,7978,Finished,1,897932.04
Brentwood,2009,Spring,Townhouse,5,3,1950,1968,none,4571,8424,Not Finished,2,793569.02
Brentwood,2009,Summer,Condo,4,2,2015,0,double,4493,7901,Not Finished,2,1336063.22
Brentwood,2009,Fall,House,2,3,1995,0,triple,1204,8934,Finished,1,3840775.61
Brentwood,2009,Winter,Townhouse,4,3,1995,2014,triple,1005,2015,Not Finished,2,2151343.75
Brentwood,2010,Spring,House,3,2,1966,1996,none,944,8779,Finished,0,3684913.81
Brentwood,2010,Summer,Duplex,2,2,2009,0,single,2238,5553,Finished,1,2573429.05
Brentwood,2010,Fall,Triplex,2,2,2015,0,double,3820,7022,Not Finished,2,2482154.32
Brentwood,2010,Winter,Triplex,3,2,2011,2021,single,1029,3732,Not Finished,2,1132863.78
Brentwood,2011,Spring,Townhouse,5,1,1978,1994,none,749,3022,Finished,2,771692.84
Brentwood,2011,Summer,Townhouse,3,2,2004,2021,none,2389,7549,Finished,2,1572470.84
Brentwood,2011,Fall,Duplex,4,2,1985,0,double,2396,5009,Not Finished,2,1616026.27
Brentwood,2011,Winter,Triplex,1,2,2014,0,single,3080,7243,Finished,0,1817025.12
Brentwood,2012,Spring,Duplex,2,3,1952,0,single,4993,9527,Not Finished,0,2847147.73
Brentwood,2012,Summer,House,3,1,2005,2018,double,2336,3963,Not Finished,2,2163743.631
Brentwood,2012,Fall,Condo,4,1,1961,0,triple,506,9302,Not Finished,2,838789.16
Brentwood,2012,Winter,Townhouse,4,3,1967,1988,double,1784,4909,Finished,1,2611061.73
Brentwood,2013,Spring,Townhouse,3,3,2012,2023,double,2252,9353,Finished,2,1454097.12
Brentwood,2013,Summer,Duplex,5,3,1958,1997,triple,945,1488,Finished,2,3460186.42
Brentwood,2013,Fall,House,3,1,2018,0,single,2217,6683,Not Finished,2,3648107.73
Brentwood,2013,Winter,Triplex,3,2,1961,1974,double,1173,5820,Not Finished,2,2778085.86
Brentwood,2014,Spring,Townhouse,1,2,1991,2008,double,1146,2898,Not Finished,1,2514792.605
Brentwood,2014,Summer,Condo,1,1,1989,0,double,4258,9405,Finished,2,1710394.71
Brentwood,2014,Fall,Condo,5,2,1956,1997,single,4482,3068,Not Finished,1,540719.34
Brentwood,2014,Winter,Condo,2,3,1956,1979,none,3877,5604,Not Finished,0,930999.4
Brentwood,2015,Spring,Triplex,3,1,1955,0,triple,1638,8302,Not Finished,0,2625149.71
Brentwood,2015,Summer,Condo,4,2,2001,0,triple,3625,2065,Not Finished,1,1851504.1
Brentwood,2015,Fall,House,5,2,1973,1984,triple,4519,8909,Not Finished,2,1927462.18
Brentwood,2015,Winter,Duplex,1,1,1983,2021,double,1332,8818,Not Finished,1,3108370.7
Brentwood,2016,Spring,Condo,1,3,1960,0,triple,1855,3586,Not Finished,2,657968.2
Brentwood,2016,Summer,Duplex,1,2,1978,0,double,3921,4278,Finished,0,3672514.54
Brentwood,2016,Fall,Townhouse,2,2,1994,0,triple,2189,5189,Not Finished,0,1477607.32
Brentwood,2016,Winter,Triplex,3,2,2006,0,none,1500,7663,Finished,0,1873467.02
Brentwood,2017,Spring,Duplex,1,1,1954,1965,triple,1343,2621,Finished,1,1475816.48
Brentwood,2017,Summer,Triplex,3,3,1953,2009,triple,1547,8624,Not Finished,1,2792804.28
Brentwood,2017,Fall,Townhouse,1,1,2000,2015,single,4613,4048,Finished,1,1858595.47
Brentwood,2017,Winter,Townhouse,1,2,1979,0,double,1800,5324,Finished,1,2335427.59
Brentwood,2018,Spring,Townhouse,5,3,1975,1990,single,3346,1800,Finished,0,1792481.5
Brentwood,2018,Summer,Townhouse,1,3,1962,0,single,1565,4229,Not Finished,0,1962799.58
Brentwood,2018,Fall,Townhouse,1,3,1969,1986,double,2412,6207,Finished,0,1499696.33
Brentwood,2018,Winter,Duplex,3,2,2009,0,single,1011,2530,Not Finished,0,3263069.19
Brentwood,2019,Spring,Townhouse,3,3,1966,2009,single,641,5636,Not Finished,1,3434895.55
Brentwood,2019,Summer,Condo,1,1,1975,1999,double,4967,4392,Not Finished,1,2087100.31
Brentwood,2019,Fall,Townhouse,5,1,2015,0,none,3873,1747,Not Finished,0,1811949.56
Brentwood,2019,Winter,Condo,5,2,2022,0,triple,2528,4954,Finished,0,1173253.75
Brentwood,2020,Spring,Condo,4,2,1977,0,triple,3442,7633,Not Finished,1,1107368.29
Brentwood,2020,Summer,Townhouse,2,3,2013,2023,triple,4706,4506,Finished,1,1705130.5
Brentwood,2020,Fall,Townhouse,1,1,2020,0,double,4541,5036,Finished,2,1417717.62
Brentwood,2020,Winter,Condo,3,1,1979,1994,none,2362,2132,Not Finished,1,1355035.056
Brentwood,2021,Summer,House,4,3,1969,0,triple,4036,1302,Not Finished,2,4012672.404
Brentwood,2021,Fall,Triplex,4,3,1991,0,single,1442,6501,Finished,2,3301068.276
Brentwood,2021,Winter,Duplex,2,3,1966,0,triple,3980,5800,Not Finished,0,2194302.72
Brentwood,2022,Spring,Duplex,3,1,1967,2016,double,3896,4238,Finished,1,1797231.708
Brentwood,2022,Summer,Condo,2,3,2004,0,single,4968,5856,Not Finished,0,1909125.54
Brentwood,2022,Fall,House,1,3,2017,0,single,2825,3189,Not Finished,0,3501829.2
Brentwood,2022,Winter,Triplex,1,2,2011,0,none,1621,2989,Finished,0,4371564.51
Brentwood,2023,Summer,Townhouse,3,2,1996,2006,single,4739,6850,Finished,1,3049681.55
Brentwood,2023,Fall,Duplex,4,2,1978,0,triple,2648,8233,Not Finished,0,4895935.86
Brentwood,2023,Winter,Townhouse,5,3,1984,1994,double,767,3698,Not Finished,0,2236179.78
Deer Lake,2004,Spring,Duplex,5,1,1983,2012,double,817,1564,Not Finished,1,1250031.49
Deer Lake,2004,Summer,Townhouse,4,1,1953,1994,single,2208,9930,Not Finished,0,1158066.66
Deer Lake,2004,Fall,Condo,5,3,2018,0,none,2005,3176,Finished,1,442089.69
Deer Lake,2004,Winter,Condo,5,2,1992,2013,none,2300,3177,Not Finished,2,418947.98
Deer Lake,2005,Spring,House,2,3,1963,0,single,3911,8798,Not Finished,1,2580491.78
Deer Lake,2005,Summer,House,2,1,1988,2019,triple,1889,1299,Finished,2,2223364.793
Deer Lake,2005,Fall,Duplex,2,3,1970,2003,double,3130,2629,Finished,1,1200954.18
Deer Lake,2005,Winter,Duplex,4,2,2019,0,none,3756,1069,Not Finished,0,1346450.54
Deer Lake,2006,Spring,Townhouse,4,3,2023,0,single,1856,3384,Not Finished,0,933265.53
Deer Lake,2006,Summer,House,5,1,1962,2005,single,3361,3600,Finished,1,1169114.38
Deer Lake,2006,Fall,Duplex,5,1,1950,0,none,3978,9430,Finished,1,1451856.3
Deer Lake,2006,Winter,Triplex,1,2,1990,2016,none,4435,6839,Finished,1,2487007.84
Deer Lake,2007,Spring,Townhouse,2,1,1975,0,none,2074,4478,Not Finished,1,1380390.8
Deer Lake,2007,Summer,House,3,1,1958,1980,none,4301,6261,Finished,0,3674852.97
Deer Lake,2007,Fall,Duplex,5,1,2020,0,triple,4828,3461,Not Finished,1,2611508.23
Deer Lake,2007,Winter,Townhouse,4,2,2010,0,single,4761,9798,Finished,1,937117.91
Deer Lake,2008,Spring,Condo,2,3,2000,2020,single,4576,6632,Finished,0,397554.84
Deer Lake,2008,Summer,Duplex,4,3,1996,2019,single,2016,5966,Not Finished,0,2909973.17
Deer Lake,2008,Fall,House,1,2,1956,0,none,1344,3920,Finished,0,1936433.744
Deer Lake,2008,Winter,Duplex,3,3,2022,0,none,1565,3271,Not Finished,0,1458189.6
Deer Lake,2009,Spring,House,1,1,2002,2021,none,1386,3559,Not Finished,1,815533.53
Deer Lake,2009,Summer,Triplex,1,1,1998,2019,single,570,4184,Not Finished,0,2519802.3
Deer Lake,2009,Fall,Triplex,3,1,1955,0,triple,3766,7783,Not Finished,2,2473950.93
Deer Lake,2009,Winter,Townhouse,1,3,1973,1993,none,4297,3875,Finished,1,1690653.29
Deer Lake,2010,Spring,Townhouse,3,3,1998,2013,single,3351,4881,Not Finished,1,1253165.02
Deer Lake,2010,Summer,Condo,4,2,2023,0,single,4598,8605,Finished,1,753194.81
Deer Lake,2010,Fall,Triplex,3,1,1978,2012,single,2241,8001,Finished,2,2066149.53
Deer Lake,2010,Winter,Condo,2,1,2006,0,none,1175,3906,Not Finished,0,642273.84
Deer Lake,2011,Spring,Duplex,1,3,1978,0,double,1217,5117,Not Finished,1,2130200.77
Deer Lake,2011,Summer,Condo,3,2,1972,0,none,4566,5008,Finished,0,1316855.74
Deer Lake,2011,Fall,Triplex,5,2,1996,0,double,872,2099,Finished,1,2772855.78
Deer Lake,2011,Winter,House,1,1,1991,0,triple,3489,2888,Finished,0,2411135.27
Deer Lake,2012,Spring,House,1,3,1956,0,triple,2287,1559,Finished,1,1150310.6
Deer Lake,2012,Summer,Townhouse,4,1,1976,1988,none,3588,9565,Finished,0,1622497.24
Deer Lake,2012,Fall,House,1,3,1973,0,single,2826,9300,Finished,2,4733723.49
Deer Lake,2012,Winter,Condo,5,1,2009,2022,single,985,1327,Finished,0,1138095.28
Deer Lake,2013,Spring,Condo,1,2,1978,0,single,1817,2001,Finished,0,613132.14
Deer Lake,2013,Summer,House,4,3,1952,1985,none,1774,5304,Finished,1,1918959.68
Deer Lake,2013,Fall,Townhouse,2,3,1974,2014,double,2595,1879,Not Finished,0,2441154.28
Deer Lake,2013,Winter,Triplex,4,1,2008,0,none,2147,9008,Finished,0,1526272.64
Deer Lake,2014,Spring,Duplex,3,1,2013,0,single,1478,7300,Not Finished,2,3147370.21
Deer Lake,2014,Summer,House,1,2,1954,2009,none,3055,1751,Not Finished,0,1480336.93
Deer Lake,2014,Fall,Triplex,5,2,1998,0,triple,1631,6842,Not Finished,1,3623741.86
Deer Lake,2014,Winter,Townhouse,1,3,2014,0,triple,4467,2436,Not Finished,2,1796509.19
Deer Lake,2015,Spring,Duplex,4,2,2019,0,triple,4248,7202,Finished,1,2758877.25
Deer Lake,2015,Summer,Triplex,4,1,2019,0,double,2253,7776,Finished,1,1164834.38
Deer Lake,2015,Fall,Duplex,3,1,1982,2011,double,556,5099,Finished,2,1360750.89
Deer Lake,2015,Winter,Condo,1,1,2008,0,single,1999,5645,Not Finished,0,699596.58
Deer Lake,2016,Spring,Condo,1,3,1991,0,double,2763,9651,Not Finished,1,794052.54
Deer Lake,2016,Summer,Duplex,4,1,1969,2005,triple,1308,4715,Not Finished,2,1260594.42
Deer Lake,2016,Fall,Condo,4,2,1955,0,single,867,9026,Not Finished,0,1437986.58
Deer Lake,2016,Winter,Duplex,4,3,2005,2021,double,3389,4095,Not Finished,0,2531756.48
Deer Lake,2017,Spring,Townhouse,2,1,1993,2007,double,4014,4110,Finished,0,2726184.07
Deer Lake,2017,Summer,Condo,3,2,2013,2023,triple,4433,3226,Finished,0,1230492.17
Deer Lake,2017,Fall,Triplex,3,3,2023,0,single,553,7219,Finished,0,2565263.5819999995
Deer Lake,2017,Winter,Duplex,3,3,1992,0,single,4470,2125,Not Finished,1,1418690.42
Deer Lake,2018,Spring,Townhouse,3,1,1957,0,none,568,1099,Not Finished,1,2714898.52
Deer Lake,2018,Summer,Condo,5,2,1959,0,triple,827,8619,Not Finished,2,661242.66
Deer Lake,2018,Fall,Condo,4,2,1993,0,single,4232,3521,Not Finished,0,1269931.56
Deer Lake,2018,Winter,Triplex,2,3,1982,0,none,2289,4514,Finished,0,1642554.86
Deer Lake,2019,Spring,Duplex,4,1,1979,2016,none,4964,3203,Not Finished,0,2820243.18
Deer Lake,2019,Summer,Condo,2,3,1981,2005,single,3061,8927,Not Finished,1,1661379.59
Deer Lake,2019,Fall,House,4,1,1981,0,single,1798,2025,Not Finished,1,3643013.72
Deer Lake,2019,Winter,House,2,1,2021,0,double,678,1711,Finished,0,1386411.3
Deer Lake,2020,Spring,Duplex,4,3,1955,1973,triple,1778,5792,Finished,1,2937846.34
Deer Lake,2020,Summer,House,4,1,1986,0,triple,1388,1245,Not Finished,1,2617856.48
Deer Lake,2020,Fall,Triplex,1,2,1954,0,triple,3148,4596,Finished,0,4924846.656
Deer Lake,2020,Winter,Duplex,1,2,2005,0,none,2880,9992,Finished,2,5158181.819999999
Deer Lake,2021,Spring,Condo,5,3,1983,2008,single,4793,9227,Not Finished,0,1456104.552
Deer Lake,2021,Summer,Townhouse,4,1,1996,0,none,3601,8935,Not Finished,1,2581557.996
Deer Lake,2021,Fall,Townhouse,1,3,1995,0,single,4199,2119,Finished,0,3901858.188
Deer Lake,2022,Spring,Condo,2,2,1961,0,double,3177,5766,Not Finished,0,2142434.448
Deer Lake,2022,Summer,Duplex,4,2,1966,0,triple,1360,3023,Finished,1,4169835.756
Deer Lake,2022,Fall,House,1,2,1979,2005,single,3592,9431,Not Finished,2,5247380.77
Deer Lake,2022,Winter,Townhouse,2,3,2019,0,double,3184,2307,Finished,2,1822216.77
Deer Lake,2023,Spring,Triplex,2,3,1954,2006,single,3687,9293,Not Finished,0,2046829.17
Deer Lake,2023,Summer,Condo,2,2,1955,0,none,3420,5662,Finished,0,1215130.88
Deer Lake,2023,Winter,Duplex,3,3,2000,0,triple,3955,6452,Finished,0,4666423.66
Burnaby Heights,2004,Spring,Townhouse,3,2,2012,0,none,4715,6567,Not Finished,1,1840643.37
Burnaby Heights,2004,Summer,Duplex,4,1,1970,0,triple,3080,7433,Finished,2,1936628.65
Burnaby Heights,2004,Fall,Townhouse,5,3,1957,1986,single,1352,6170,Finished,1,798996.2
Burnaby Heights,2004,Winter,Triplex,2,1,1950,0,single,4180,7411,Finished,2,1063354.04
Burnaby Heights,2005,Spring,Duplex,5,2,1970,1989,double,3916,8311,Finished,0,1858159.16
Burnaby Heights,2005,Summer,Duplex,1,1,2013,0,none,2270,5828,Finished,2,1322157.12
Burnaby Heights,2005,Fall,Townhouse,4,1,1982,2015,triple,4022,1354,Not Finished,2,1494170.11
Burnaby Heights,2005,Winter,Triplex,5,2,1960,0,none,1226,1959,Not Finished,2,2094544.14
Burnaby Heights,2006,Spring,Triplex,3,2,1955,1979,triple,2394,9220,Finished,0,838469.56
Burnaby Heights,2006,Summer,House,1,1,1975,1996,triple,993,4968,Not Finished,2,2552113.76
Burnaby Heights,2006,Fall,Duplex,1,1,1961,0,triple,4013,7425,Not Finished,0,1031763.29
Burnaby Heights,2006,Winter,Duplex,1,1,1990,2013,triple,4781,9261,Not Finished,1,2245720.28
Burnaby Heights,2007,Spring,Duplex,4,3,2005,2018,none,1019,1472,Finished,2,1190468.84
